Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
30665232470774,2015-04-01,2015-04-16,2015-04-16,Need to change the functionality of the population radio buttons to allow for different selections between groups.,Soheb Rapati,,"Text,Group pop-up,Completed,Highest Priority,need ASAP ","Username: Emily
Study ID: 629640
Location: text extraction, group popup

Summary:
We need to be able to select the radio button for each individual arm, and not have it be the same across arms. For example in the image attached, I would like to select the ""Randomized"" population for the LVRS and MT arms, and the ""Matched"" population for the control arm. The tech only allows for the same selection across arms.  We need this changed so the radio buttons for population can be different between groups.",First Priority,
30694469043099,2015-04-01,,2015-04-01,un-link the radio button that has to be the same across all groups ,,,,,,Need to change the functionality of the population radio buttons to allow for different selections between groups.
30694469043103,2015-04-01,,2015-04-01,validation error if user doesn't select radio button per group popup (cannot be zero or NR for the population selected with radio button),,,,,,Need to change the functionality of the population radio buttons to allow for different selections between groups.
29891890956284,2015-03-23,2015-04-16,2015-04-16,"""Text"" data label - validation error",Ajay,,"Bugs,Table,QC,Highest Priority,Novartis Heart Failure,Janssen Diabetes,error report","Username: N/A
Study ID: 420385
Location of Issue: Table QC; Table 1.
Project: Janssen Diabetes

Summary:
Field type is shown as being inaccurate for ""Total Population"" group that is not within the table. This error occurred even though “text” was selected from the field type dropdown. The error mentioned is for the group “Total Population” but none of the groups in the table had that name (closest was “All patients”) so it might be a glitch related to text issues.

Error message: “Attribute ""____"" in Group ""____"" contains an invalid Field Type. Choose a valid Field Type and fill it with the proper data. Name: text Value: NC” and related message of “Attribute ""____"" does not have a valid Value Type so no row level attributes (Attribute Labels) will be imported for it”.
",First Priority,
30061248034303,2015-03-25,2015-04-16,2015-04-16,546044/218506 - Attribute / Group Value that is mapped to a Geroup that doesn't exist,Ajay,,"Highest Priority,error report","This study was QC Finalized on 3/13/2015 and did not show up on any error report until 3/24/2015 2:24PM (Emailed Subject: Error Report FQ 30264  2:24PM). 

Was there something changed in validations to cause this to show up in the error report after being previously accepted? We're not sure what this error is referring to and after checking the tables in QC we saw that everything looked normal",First Priority,
31667605170696,2015-04-14,2015-04-17,2015-04-17,Text Validation: system not recognizing <= and > timepoint types as unique,Sumit Patel,,"Text,Completed","username: emily

study id: 662622

location: text, group/result tab

project: Heart
Failure Incidence/Prevalence - Germany, US, Canada

summary: error report not recognizing <= and > as unique time points with ""28 days after the ACS admission""",First Priority,
31790573069667,2015-04-15,2015-04-17,2015-04-17,validations: result contains unparseable/blank Field data,Soheb Rapati,,,"user: emily
study id: 666350
Location: text
Project: Heart Failure Incidence/Prevalence - Germany, US, Canada

Summary: Errors for two results that say, ""contains unparseable/blank Field Value data. Fix the Field Type, data, and/or set to 'Not Reported' if meant to be blank.  Can't
determine Field Type because there is no field value data!""

I've checked and not reported is selected, cannot figure out why this error is happening.",First Priority,
31966088959708,2015-04-17,2015-04-17,2015-04-17,Validation Issue: 'Individual' field type,Jignesh Patel,,,"Username: Christina
Study ID: 641803
Location of Issue: Table QC, Table 2
Project: Novartis HF

Summary:
·
‘Individual’ field type still yielding validation error of : ’unparseable/blank Field Value data’
·
For present deadline, changed field type to #",First Priority,
31980698342152,2015-04-17,2015-04-20,2015-04-20,"validations: system not recognizing ""duration"" timepoints as unique",Soheb Rapati,,,"user: emily
id: 711202
location: text, group/results tab, timepoint popup box
project: Heart Failure Incidence/Prevalence - other country level

summary: 
template does not give validation error for this, but system showing error for duplicate results for HF incidence with ""duration"" timepoints. see images",First Priority,
31961189478042,2015-04-17,2015-04-18,2015-04-18,"validations: system showing validation error in back system for timepoints the use = and descriptive unit, with no number input for # field",Soheb Rapati,,Completed,"user: emily
id: 641015
location: text extraction, group/results tab, time points
project: Heart Failure Incidence/Prevalence - other country level

summary: system showing validation error for timepoints in the format of = descriptive unit, with no # input. see images attached",First Priority,
31791977143131,2015-04-15,2015-04-18,2015-04-18,validation: system error for within group AM,Soheb Rapati,,Completed,"user: emily
ID: 662622
Location: text extraction, group/results tab
project: Heart Failure Incidence/Prevalence - Germany, US, Canada

summary:

Type: PropertySet

Group ""Residents of Perth, Western Australia aged 25-64 with no history of HR, who experienced AMI"" contains Within-Group Property Set data that won't get imported because of unparseable FieldValue data",First Priority,
31960901279419,2015-04-17,2015-04-18,2015-04-18,"Validation Issue: Two arms show up on group/results tab page with the heading of ""Study 1"" when they only contain pvalues",Soheb Rapati,,Completed,"user: emily
id: 363941
location: text extraction, group results page
project: novartis Heart Failure Incidence/Prevalence - other country level

summary: This is most likely due to pooled analysis studies shifting study arms.  It looks like all study arms were shifted right.  As a result, two arms show up on group/results tab page with the heading of ""Study 1"" ; the cells under these arms only show pvalues. This is causing a validation error.",First Priority,
31676559027609,2015-04-14,2015-04-15,2015-04-15,validations: system error report does not accpet  when na is used in group popup window,Ajay,,"Text,Completed","user: emily

study ID: 4737

location: text, group/results tab, group popup window

project: Heart
Failure Incidence/Prevalence - Germany, US, Canada

summary: system error report does not accpet  when na is used in group popup window",First Priority,
31275846445795,2015-04-09,2015-04-09,2015-04-14,"[Duplicate] Study lags, freezes, and pages go missing from the PDF upon opening the study.",Greg,,Novartis Heart Failure,"Username: Joshua
Study ID: 711310
Location of Issue: Table QC
Project: Novartis Heart Failure I/P

Summary:
When trying to open the study, my computer freezes, the screen flashes, the pdf goes blank, and all the google docs I have open go completely black. After clearing cache and re-opening multiple times, the black gdoc issue stops, but the pdf is still blank.
",First Priority,
31530873048042,2015-04-13,2015-04-14,2015-04-14,"in group pop-up, population box - allow ""na""; do not allow NR",Soheb Rapati,,Completed,add as validation error on form - do not allow NR,First Priority,
31379820836600,2015-04-10,2015-04-13,2015-04-14,[Duplicate] Validation Issue: Inclusion and Exclusion criteria fields are receiving array format validation error messages,Ajay,,"Text,QC,Study Level tab,Highest Priority,Elsevier Motion Sickness","Username: Rachel

Study ID: 779565 and 16/18 total Motion Sickness studies
Location of Issue: Text Extraction Validation - Study Level – Inclusion and Exclusion Criteria
Project: Elsevier Motion Sickness

Summary: 
16 of the 18 Motion sickness studies are receiving error messages like the one below about the inclusion or  exclusion criteria not being sent over in the proper array format. The criteria appear to be captured correctly, per protocol,
in the bullet format.",First Priority,
31556247702176,2015-04-13,2015-04-14,2015-04-14,Outcome Type not saving in Statistics pop up,Soheb Rapati,,"Text,Study Level tab,Completed,Highest Priority,Novartis Heart Failure","Username: Jerrin

Study ID: 661452
Location of Issue:
1) Text Extraction

2) Outcome Type in Statistics pop up

Project: Novartis I/P Geography Priority Subset

Summary: One of the Outcome Types in the Statistics pop up should be ""Continuous Variables"", but this is currently not being saved after saving the study to close or finalize.  The Outcome Type was entered numerous times, but after saving and
reopening the study, it was not saved.  Attached is the screenshot showing the issue.",First Priority,
31565290740140,2015-04-13,2015-04-14,2015-04-14,No masks show up,Jignesh Patel,,"Table,Completed,Highest Priority,Novartis Heart Failure","andre

475298

Table QC, entire study

Project: Novartis Heart Failure - All References 2.11.15

No masks show up on the study",First Priority,
31659629846874,2015-04-14,2015-04-14,2015-04-14,Double Overlay - Table is captured is twice and the overlay is persistent on QC end.,Jignesh Patel,,"Bugs,Table,QC,Highest Priority,Novartis AE I/P","Username: Fasahath Husain
Study ID: 662883
Location of Issue: Table QC - Table 1
Project: Novartis Heart Failure Incidence/Prevalence

Summary:
This table is captured twice, once during older protocol and again recently. One version is approved and the other version looks exactly like ‘text-only’ table. The Analyst, Alicia, ‘restarted’ the bad table to get rid of it and it disappeared on analyst's end but shows up in qc end.",First Priority,
31631328282876,2015-04-14,2015-04-16,2015-04-16,PDF with tables extracted from another PDF,Jignesh Patel,,"Bugs,High Priority,Table,Novartis AE I/P","Username: Andrew
Study ID: 694172
Location of Issue: Table QC, Entire PDF
Project: Novartis Heart Failure

Summary:
It turns out the Library team had to replace the original PDF with another one due to copyright.  However, the tables for the original study were completed, yet now do not match the PDF displayed on 2.0.  Is there a way to resolve this issue if the original was already completed?",First Priority,
30849638563073,2015-04-03,2015-04-15,2015-04-15,"Validation Issue: Study Phases with the field type ""Average"" receiving validation error for the study level and for each result that the phase is used as a timepoint",Soheb Rapati,,"Text,Completed,Highest Priority,Elsevier Insect Repellent","Username: Rachel
Study ID: 778749
Location of Issue: Text Extraction - Study Phase field on study level tab
Project: Elsevier Insect Repellent

Summary:  
Study phases that contain the field type “average” are causing validation errors both for the study phase fields on the study level and for each outcome the phase is used for as a result (means are passing the validation, just not “averages”).",First Priority,
31786740430067,2015-04-15,2015-04-16,2015-04-16,"No ""Unknown Variable"" in table, but error message pops up",Sumit Patel,,"Bugs,Table,Completed,Highest Priority,Novartis Heart Failure","Username: Andre
Study ID: 711514
Location: Table QC, Table 2
Project: Novartis Heart Failure

Summary:
There are no unknown variables in the table (as you can see) but the error still pops up. I reparsed all the values as n and % and the message still pops up.",First Priority,
31374660631180,2015-04-10,2015-04-16,2015-04-16,"Statistics & Power fields won't clear out ""NR"" and showing validation errors",Soheb Rapati,,"Text,Completed","phantom data being sent in the JSON that does not show up on the form

examples:
Reference ID: 226884
Source: Text
Type: Study

This study contains a Statistics property that is missing a value. response rate 
 
Reference ID: 566127
Source: Text
Type: Study

This study contains a Statistics property that is missing a value. Comparability between LTS and STS continuous data
",First Priority,
31198704336752,2015-04-08,2015-04-15,2015-04-15,"Add ""Study 1,"" ""Study 2"" etc. labels to name/acronym fields under Pooled Analysis study design (see ""study labels"" screenshot); remove delete buttons",Soheb Rapati,,"Text,QC,Study Level tab,Completed,Highest Priority,NCCMH CBT for Psychosis","Username: Rachel
Study ID: 562531
Location of Issue: Text Extraction Validation - Study Level
Project: NCCMH – CBT for Psychosis

Summary:
This study has 2 study designs selected: pooled analysis and a randomized controlled trial. The pooled analysis design is receiving the error (screen shot attached) “Duplicate study design attribute row” for the names of the 2 studies in the pooled analysis, but each of the names entered in the field is different.",First Priority,
31320978138505,2015-04-09,,2015-04-09,add study labels to name/acronym fields,,,,,,"Add ""Study 1,"" ""Study 2"" etc. labels to name/acronym fields under Pooled Analysis study design (see ""study labels"" screenshot); remove delete buttons"
31320978138507,2015-04-09,,2015-04-09,remove delete buttons to name/acronym fields,,,,,,"Add ""Study 1,"" ""Study 2"" etc. labels to name/acronym fields under Pooled Analysis study design (see ""study labels"" screenshot); remove delete buttons"
31642123603152,2015-04-14,2015-04-14,2015-04-14,Tables suddenly won't load in Table QC,Jignesh Patel,,"Bugs,Table,QC,Highest Priority,need ASAP ","Username: Andre
Study ID: 664538
Table QC, Table 2
project: Novartis All References 2.11.15

Summary:
Very simple issue, the table wont load. I closed out of my browser, cleared cache, re-opened and the table still wont load.",First Priority,
31898229621744,2015-04-16,2015-04-17,2015-04-17,"[Duplicate] Validation/Error Report issue: data entered in ""outcome type"" field does not save",Soheb Rapati,,,"Username: jaja
Study ID: 665077
Location of Issue: Text Extraction - Statistics pop up
Project: Novartis HF I/P

Summary:
Data entered in the ""outcome type' field does not remain saved after the study is finalized and closed
",First Priority,
31875684240773,2015-04-16,2015-04-18,2015-04-18,"Validation/Error Report issue: data entered in ""outcome type"" does not save, and the first 2 rows in the pop up do not permanently deletes",Soheb Rapati,,"Completed,Novartis Heart Failure","Username: jaja
Study ID: 336417
Location of Issue: Text Extraction - Statistics pop up
Project: Novartis HF I/P

Username: jaja
Study ID: 665077
Location of Issue: Text Extraction - Statistics pop up
Project: Novartis HF I/P

Summary:
The first 2 rows need to be deleted but they keep on coming back after study is finalized. Also, data entered in the ""outcome type' field is lost after study is finalized",First Priority,
31790190765829,2015-04-15,2015-04-17,2015-04-17,Table wont load,Jignesh Patel,,,"andre

665103

Table QC, table 2

Novartis Heart Failure All References 2.11.15

Table wont load in study. I refreshed my browser but it seems to only not load for table 2. Was able to QC table 3",First Priority,
31954991251245,2015-04-17,2015-04-17,2015-04-17,"PDF Comes Up as Symbols and Chinese Characters (No Text).  No Masks, unable to QC",Jignesh Patel,,,"Username: amanda
Study ID: 711433
Location of Issue: Table QC - Entire PDF
Project: Novartis HF I/P

Summary: 
Entire PDF (5 pages) loads without any text, only symbols (e.g. () , ; , etc.) and Chinese characters. There are no tables visible (no tables, no masks, etc.) so I cannot open the tables (there are 2 tables) to QC them.
",First Priority,
37450966665493,2015-06-11,2015-08-07,2015-08-07,Add validation button to tables,Jignesh Patel,,"High Priority,Table","just like we have in text assignments, tables need a validate button so they can see if there's any errors they must fix before submitting the table. ",First Priority,
39239340852310,2015-06-25,,2015-08-07,updates to AM popup,Sumit Patel,,"Medium Priority,Statistics (pvalues & AM),BMS- Renal Cell Carcinoma","User: Emily
Study ID: 702466, Table 2

No specific “pooled SD” label.
Since the column header is a comparison, this should be located within an AM-type column",First Priority,
39661171772468,2015-06-29,2015-07-10,2015-07-10,"Do not save labels (CI, p, and SE) when no data is added to the form (in screenshot, i added a little ""clear button"" if you need.... only happens if you open popup and hit save icon. if you open popup and then click back on the cell to close it, the labels don't save",,,,,,updates to AM popup
39661171772470,2015-06-29,2015-07-07,2015-07-10,"Add ""Pooled SD"" to AM popup in Text/",,,,,,updates to AM popup
41028366095816,2015-07-10,,2015-07-30,"Add ""Pooled SD"" to tables",Jignesh Patel,,Table,,,updates to AM popup
41028366095813,2015-07-10,2015-08-07,2015-08-07,"once click on clear button, should give warning ""Are you sure you want to clear all fields and any text in the associated flag"" with options ""OK"" (data is cleared from both cell and flag popup) or ""Cancel"" (data is NOT cleared)",Sumit Patel,,High Priority,,,updates to AM popup
